Brand Name,Device Type,Model Name,Color,Selling Price,Original Price,Display,Rating (Out of 5),Strap Material,Average Battery Life (in days),Discount
SAMSUNG ,Smartwatch,Gear 2,['Black'],19999.0,22550.0,AMOLED Display,2.3,Silicone,14,2551.0
SAMSUNG ,Smartwatch,Neo Gear 2,['Black'],15500.0,16860.0,AMOLED Display,3.9,Rubber,7,1360.0
SAMSUNG ,Smartwatch,Galaxy Active 46mm,['Black'],19990.0,19990.0,AMOLED Display,4.4,Elastomer,14,0.0
SAMSUNG ,Smartwatch,Galaxy Watch LTE,['Beige'],27490.0,29989.0,AMOLED Display,4.2,Silicone,14,2499.0
SAMSUNG ,Smartwatch,Galaxy 42,['Gray'],21989.0,25990.0,AMOLED Display,4.6,Elastomer,14,4001.0
SAMSUNG ,Smartwatch,Gear Live,['Black'],15900.0,15900.0,AMOLED Display,4.2,Rubber,7,0.0
SAMSUNG ,Smartwatch,Gear Fit 2,"['Black', 'Blue']",15000.0,15000.0,AMOLED Display,4.2,Silicone,7,0.0
SAMSUNG ,Smartwatch,Galaxy Watch 3,['Black'],39490.0,39490.0,AMOLED Display,4.3,Leather,14,0.0
SAMSUNG ,Smartwatch,Galaxy 42,['Black'],24989.0,25990.0,AMOLED Display,4.6,Elastomer,14,1001.0
SAMSUNG ,Smartwatch,Gear S3 Frontier,['Black'],22990.0,28500.0,AMOLED Display,4.3,Silicone,14,5510.0
SAMSUNG ,Smartwatch,Gear Sport,['Black'],15999.0,22990.0,AMOLED Display,3.0,Silicone,7,6991.0
SAMSUNG ,Smartwatch,Gear S2 Classic,['Black'],18999.0,34550.0,AMOLED Display,4.2,Leather,14,15551.0
SAMSUNG ,Smartwatch,T-Mobile,['Black'],21990.0,22990.0,AMOLED Display,4.3,Leather,14,1000.0
